Date,AMZN,POM,L,A,FMC,PEG,CSCO,PAYX,CHRW,EXPD,SYY,CCI,GOOGL,PEP,WEC
2013-10-22,332.54,9692.3096,49.2,51.02,74.51,34.28,22.65,42.72,60.72,44.54,32.63,74.87,1007,83.44,42.34
2013-10-23,326.756,9692.3096,48.44,50.65,74.14,34.05,22.255,42.66,60.9,44.14,32.55,74,1031.41,83.33,42.37
2013-10-24,332.21,9692.3096,48.59,51.12,74.39,33.98,22.3745,42.85,61.12,46.3,32.83,76.58,1025.55,82.54,42.29
2013-10-25,363.39,9692.3096,48.81,51.87,74.34,34.32,22.455,43,60.76,45.88,32.99,76.11,1015.2,83.35,42.74
2013-10-28,358.16,9692.3096,48.7,51.49,73.52,33.94,22.55,43.27,60.8,46.63,33.23,75.87,1015,84.61,42.61
2013-10-29,362.7,9692.3096,49.14,51.7,73.25,33.83,22.825,43.27,60.91,46.641,32.84,76.54,1036.24,85.49,42.69
2013-10-30,361.08,9230.7695,48.93,51.15,73.03,33.18,22.705,42.3,60.27,46.335,32.49,76.47,1030.42,84.72,42.17
2013-10-31,364.03,9307.6904,48.31,50.76,72.76,33.5,22.56,42.265,59.74,45.29,32.34,76.02,1030.58,84.09,42.11
2013-11-01,359.002,9923.0801,48.34,51.1,72.82,33.82,22.565,41.99,59.94,45.4,32.56,75.18,1027.04,84.56,42.37
2013-11-04,358.74,9769.2305,48.29,51.21,72.85,34.03,22.58,41.995,61.73,46.29,33.96,75.23,1026.11,84.37,42.44
2013-11-05,358.892,9923.0801,48.12,51.21,72.84,33.64,23.065,41.91,60.93,43.41,33.31,76.14,1021.52,84.62,42.11
2013-11-06,356.18,9692.3096,48.37,51.04,73.04,33.78,23.28,41.91,60.1,42.61,33.66,76.3,1022.75,86.68,42.32
2013-11-07,343.56,9692.3096,47.74,50.05,72.16,33.47,23.11,41.79,59.6,42.17,33.14,75.38,1007.95,85.3,42.04
2013-11-08,350.31,9692.3096,48.57,50.78,73.42,33.51,23.51,42.21,59.66,42.419,33.13,74.54,1016.03,85.85,41.71
2013-11-11,354.378,9692.3096,48.4,51.3,73,33.49,23.445,42.025,59.31,42.521,33.09,74.63,1010.59,85.45,41.83
2013-11-12,349.53,9692.3096,47.87,51.2,72.57,33.19,23.73,42.2,58.92,42.61,33.15,74.31,1011.78,85.64,40.86
2013-11-13,356.22,9692.3096,48.05,51.2,73.54,33.57,23.995,42.765,59.7,43.1,33.4,74.63,1032.47,85.95,41.06
2013-11-14,367.396,9769.2305,48.06,50.54,73.84,33.75,21.365,43.12,59.92,43.23,33.57,75.5,1035.23,86.39,41.75
2013-11-15,369.17,9846.1504,48.07,54.93,75.1,34.08,21.535,43.33,59.98,43.33,33.7,76.09,1033.56,86.03,42.29
2013-11-18,366.18,9846.1504,47.94,54.05,73.85,34.14,21.29,43.43,60.08,43.31,33.63,76.32,1031.55,85.86,42.34
2013-11-19,364.94,9692.3096,47.74,53.82,73.51,34.01,21.42,43.59,58.95,43.35,33.6,75.52,1025.2,85.29,42.4
2013-11-20,362.57,9692.3096,47.58,53.53,72.65,33.47,21.23,43.31,57.66,43.43,33.33,74.81,1022.31,85.13,42.12
2013-11-21,368.92,9692.3096,48.14,54.1,72.78,33.68,21.47,43.63,58.11,43.79,33.51,74.43,1034.07,85.62,42.03
2013-11-22,372.31,9692.3096,48.24,53.85,72.92,33.61,21.46,43.5,58.68,43.62,33.93,74.19,1031.89,85.74,42.2
2013-11-25,376.64,9692.3096,48.05,53.11,72.39,33.42,21.27,43.5,58.79,43.77,33.78,73.87,1045.93,85.37,41.89
2013-11-26,381.37,9769.2305,47.85,53.65,72.63,32.9,21.21,43.74,58.53,43.45,34.16,74.59,1058.41,84.39,41.5
2013-11-27,386.71,9769.2305,47.5,53.81,72.99,32.8,21.27,43.75,58.7,43.52,33.81,74.55,1063.11,84.42,41.73
2013-11-29,393.62,9769.2305,47.35,53.57,72.86,32.69,21.25,43.73,58.65,43.44,33.63,74.23,1059.59,84.46,41.77
2013-12-02,392.3,9769.2305,47.35,53.21,72.81,32.68,21.09,43.59,58.48,43.43,33.64,75,1054.48,83.7,41.3
2013-12-03,384.66,9769.2305,47.03,52.93,72.4,32.88,21.26,43.73,58.14,43.27,33.69,75.16,1053.26,83.8,41.25
2013-12-04,385.96,9538.46,46.76,53.58,72.94,32.68,21.249,43.48,58.25,43.31,33.63,74.51,1058.18,82.65,41.41
2013-12-05,384.49,9923.0801,46.51,53.5,73.13,32.21,20.91,42.68,58.27,43.18,33.57,74.55,1057.34,81.9,41.15
2013-12-06,386.95,9692.3096,47.29,54.83,74.4,32.56,21.28,43.37,57.89,43.44,34.31,75.4,1069.87,83.15,41.99
2013-12-09,384.89,9692.3096,47.57,55.06,74.85,32.41,21.22,43.49,57.91,43.41,37.62,75.34,1078.14,82.69,41.61
2013-12-10,387.78,9692.3096,47.41,55.34,75.06,32.2,21.21,43.38,57.72,42.81,36.96,75.21,1084.66,82.4,40.87
2013-12-11,382.19,9692.3096,46.56,54.84,74.19,31.87,20.88,43,57.37,42.5,36.96,74.14,1077.29,82.67,40.57
2013-12-12,381.25,9692.3096,46.61,55.26,73.44,32.12,20.51,43.01,57.13,42.63,36.23,74.05,1069.96,81.28,40.69
2013-12-13,384.24,9692.3096,46.56,55.16,73.31,31.86,20.24,42.63,56.4,43.02,36.28,73.91,1060.79,80.93,40.53
2013-12-16,388.97,9692.3096,46.78,55.24,72.82,32.11,20.68,43.17,56.2,42.8,36.2,72.17,1072.98,81,41.02
2013-12-17,387.65,9692.3096,46.44,56.37,73.05,31.9,20.92,42.9,56.37,42.7,36.03,71.61,1069.86,80.46,40.8
2013-12-18,395.96,9692.3096,47.4,57.89,72.72,32.2,21,43.32,56.49,43.1,36.27,72.2,1084.75,81.42,41.55
2013-12-19,395.19,9692.3096,47.27,57.38,73.02,31.65,21.07,44.9,56.48,42.96,36.26,73,1086.22,81.66,41.23
2013-12-20,402.2,9692.3096,47.62,56.96,73.04,31.75,21.13,45.15,56.54,43.55,36.45,71.98,1100.62,81.81,41.56
2013-12-23,402.92,9692.3096,47.77,57.54,73.45,31.74,21.57,45.48,57.04,43.58,36.49,72.15,1115.1,81.86,41.39
2013-12-24,399.2,9769.2305,48,57.23,74.46,31.85,21.69,45.43,57.04,43.47,36.47,72.44,1111.84,82.04,41.51
2013-12-26,404.39,9769.2305,48.03,57.46,75.4,31.84,21.8,45.64,57.13,43.63,36.53,72.56,1117.46,82.45,41.22
2013-12-27,398.08,9692.3096,47.67,57.17,75.46,31.92,22.02,45.58,57.72,44.16,36.82,72.57,1118.4,82.71,41.29
2013-12-30,393.37,9769.2305,47.96,57.32,75.25,32.02,22.25,45.67,58.22,44.15,36.66,73.22,1109.46,82.91,41.36
2013-12-31,398.79,9769.2305,48.24,57.19,75.46,32.04,22.43,45.53,58.35,44.25,36.1,73.43,1120.71,82.94,41.34
2014-01-02,397.97,9692.3096,47.38,56.21,74.53,31.33,22,45.06,57.82,43.49,35.92,71.63,1113.12,82.1,40.73
2014-01-03,396.44,9692.3096,47.26,56.92,74.27,31.43,21.98,45.22,57.28,43.25,36.05,71.24,1105,82.24,40.68
2014-01-06,393.63,9692.3096,47.16,56.64,73.79,31.62,22.01,44.83,56.61,42.82,36,71.27,1117.32,82.28,40.31
2014-01-07,398.03,9692.3096,47,57.45,74.3,31.65,22.31,45.09,56.68,43.28,36.48,72.77,1138.86,83.48,41
2014-01-08,401.92,9692.3096,46.76,58.39,74.42,31.48,22.293,44.76,56.27,42.99,35.99,72.02,1141.23,83.24,40.69
2014-01-09,401.01,9692.3096,46.81,58.41,74.36,31.72,22.09,44.53,56.55,43.01,35.93,71.77,1130.24,82.85,40.75
2014-01-10,397.66,9769.2305,46.86,58.93,74.22,31.88,22.22,44.37,57.7,43.61,36.36,71.85,1130.18,83.5,41.44
2014-01-13,390.98,9769.2305,46.33,58.93,72.85,31.57,22.19,43.58,57.45,44.22,36.28,71.6,1122.98,82.37,40.99
2014-01-14,397.54,9692.3096,46.66,59.88,74.08,31.41,22.41,43.76,57.74,43.79,36.65,72.91,1149.4,82.37,40.99
2014-01-15,395.87,9692.3096,47.19,60.34,75.73,31.53,22.78,43.64,59.34,43.94,36.76,74.28,1148.62,82.89,40.9
2014-01-16,395.8,9769.2305,47.03,60.5,75.73,31.72,22.78,43.95,59.52,44,36.89,73.72,1156.22,82.86,41.1
2014-01-17,399.61,9923.0801,47.33,60.71,75.52,31.78,22.74,44.1,59.13,43.77,36.51,74.22,1150.53,82.2,41.14
2014-01-21,407.05,10000,46.98,60.85,75.79,32.09,22.83,43.78,59.66,44,36.56,74.38,1163.7,82.92,41.5
2014-01-22,404.54,10076.9004,47.2,60.93,75.93,32.41,22.84,43.71,60.23,44.15,36.41,73.77,1165.02,82.85,41.66
2014-01-23,399.87,10153.7998,46,59.47,74.14,32.74,22.56,43.29,59.05,43.59,36.11,73.2,1160.1,82.43,41.64
2014-01-24,387.6,10076.9004,44.65,57.87,71.62,33.02,22.2,42.08,57.21,42,35.48,71.37,1123.83,81.43,41.43
2014-01-27,386.28,10230.7998,44.64,58.3,71.69,33.22,22,41.88,57,41.49,35.56,70.84,1101.23,82.06,41.42
2014-01-28,394.43,10230.7998,44.94,58.1,71.67,32.93,21.75,42.29,57.45,41.52,35.73,71,1123.01,82.32,41.47
2014-01-29,384.2,10230.7998,44.57,57.65,71.66,32.89,21.65,42.02,57.63,41,35.05,70.47,1106.92,80.22,41.57
2014-01-30,403.01,10230.7998,45.34,59.51,71.86,33.37,21.976,42.28,58.28,41.22,35.15,71.42,1135.39,81.08,42.28
2014-01-31,358.69,10230.7998,44.59,58.15,70.63,33.34,21.91,41.82,58.54,40.86,35.08,70.96,1180.97,80.36,42.67
2014-02-03,346.15,10230.7998,43.41,56.15,68.87,33.23,21.55,40.4,57.73,40.29,34.51,68.96,1133.43,78.57,42.19
2014-02-04,347.95,10230.7998,44.52,57.81,69.52,33.12,21.8,40.834,58.64,40.54,34.59,69.08,1138.16,78.82,42.16
2014-02-05,346.45,10230.7998,44.53,57.43,69.49,33.01,21.98,40.74,53.16,40.4,34.76,69.12,1143.2,79.42,41.99
2014-02-06,354.59,10230.7998,44.74,58.29,71.56,33.57,22.49,41.01,52.475,40.12,35.28,70.53,1159.96,79.39,41.92
2014-02-07,361.08,10230.7998,45.18,59.42,71.52,33.95,22.67,40.9,52.39,40.66,35.51,71.56,1177.44,80.22,42.1
2014-02-10,360.87,10230.7998,43.26,59.01,71.5,33.91,22.83,40.73,52.93,40.92,35.39,72.39,1172.93,80.6,42.5
2014-02-11,361.79,10076.9004,43.85,59.73,72.2,34.37,22.71,41.17,53.87,41.6,35.68,73.32,1190.18,81.25,43.17
2014-02-12,349.25,10615.4004,43.85,59.89,71.82,34.4,22.85,41.47,53.79,41.61,35.35,73.15,1186.69,81.49,42.88
2014-02-13,357.2,10769.2002,43.99,60.08,72.16,34.5,22.27,41.54,54.03,41.77,35.62,74.55,1199.9,79.69,43.31
2014-02-14,357.35,10384.5996,44.03,55.25,72.93,34.7,22.56,41.59,54.64,41.86,35.71,75.02,1202.8,78.09,43.62
2014-02-18,353.65,10384.5996,43.93,55.15,72.78,35.11,22.41,41.52,54.42,41.87,35.92,74.4,1210.88,78.18,43.86
2014-02-19,347.38,10384.5996,43.35,55.94,72.66,34.97,22.28,41.51,53.77,41.15,35.82,74.51,1202.34,77.1,43.47
2014-02-20,349.8,10384.5996,43.67,57.29,73.08,36.53,22.3,41.27,54.16,41.7,35.85,76.29,1204.11,78.01,43.89
2014-02-21,346.76,10076.9004,43.5,56.34,72.7,36.58,22.13,41.35,54.12,41.58,36.04,74.88,1203.79,78.22,43.92
2014-02-24,351.78,9692.3096,43.58,56.75,72.32,36.73,22.12,41.53,53.34,42.01,35.97,74.72,1212.51,78.88,43.76
2014-02-25,358.32,9692.3096,43.44,56.89,72.67,36.78,21.84,41.27,52.42,39.06,36.1,74.26,1220,79.23,43.81
2014-02-26,359.8,9692.3096,43.49,57.1,75.21,36.66,21.93,41.64,52.52,39.02,36.01,73.7,1220.17,78.65,43.62
2014-02-27,360.13,9846.1504,43.56,56.36,76.25,36.45,21.92,41.55,52.36,39.18,35.95,75.46,1219.21,79.07,43.53
2014-02-28,362.1,9846.1504,43.48,56.93,77.18,36.66,21.8,41.76,51.86,39.51,36.02,75.9,1215.65,80.07,43.96
2014-03-03,359.78,9692.3096,43.15,56.71,76.86,36.14,21.57,41.18,51.75,39.43,36,74.75,1202.69,79.52,43.46
2014-03-04,363.9,9692.3096,43.89,57.78,78.08,36.24,21.82,42.34,52.18,39.5,36.4,74.8,1214.91,80.85,44.22
2014-03-05,372.37,9846.1504,44.04,57.8,77.76,35.81,21.87,42.04,51.76,39.59,36.2,74.51,1218.26,81.11,43.85
2014-03-06,372.16,9769.2305,44.4,58.77,78.08,35.51,21.82,42.02,52.45,39.54,36.29,74.9,1219.61,81.33,43.66
2014-03-07,372.06,9846.1504,45.05,58.42,77.87,35.44,21.73,42.64,52.27,39.82,36.21,74.63,1214.79,81.56,43.66
2014-03-10,370.53,9846.1504,44.64,58.15,83.1,35.5,21.69,42.43,52.57,39.7,36.19,74.74,1211.57,81.73,43.74
2014-03-11,368.82,9923.0801,44.39,56.86,81.14,35.17,21.61,42.31,52.38,39.68,36.15,75.11,1199.99,82.81,43.58
2014-03-12,370.64,10615.4004,44.7,57.06,80.25,35.79,21.82,42.4,52.45,40.26,36.2,75.74,1207.3,82.15,44.39
2014-03-13,371.51,10615.4004,44.38,55.85,80.14,36.2,21.52,41.69,52.08,39.78,35.83,75.18,1189.06,81.8,44.98
2014-03-14,373.74,10615.4004,43.97,55.44,78.99,36.65,21.3499,41.82,51.14,38.98,35.94,74.94,1172.8,81,45.31
2014-03-17,375.04,10615.4004,43.97,55.8,79.78,36.79,21.51,42.24,51.07,38.89,36.17,74.88,1192.1,82.05,45.66
2014-03-18,378.77,10384.5996,43.93,56.79,79.11,36.89,21.63,42.68,50.96,38.8,36.49,74.82,1211.26,81.95,45.63
2014-03-19,373.23,10384.5996,43.68,56.63,77.93,36.39,21.63,42.57,50.54,38.74,36.15,73.67,1199.25,81.37,45.01
2014-03-20,368.97,10230.7998,43.91,56.7,79.14,36.28,21.83,42.92,50.63,38.78,36.25,74.17,1197.16,81.86,44.85
2014-03-21,360.62,10076.9004,44.23,56.09,78.9,36.9,21.64,42.84,51.03,38.95,36.06,73.7,1183.04,82.14,45.11
2014-03-24,351.85,10692.2998,43.59,55.26,78.48,36.95,21.57,42.35,50.9,39.1,35.85,74.13,1157.93,81.89,45.45
2014-03-25,354.71,10461.5,43.59,55.16,78.25,36.99,22.34,42.47,51.1,39.23,35.85,73.69,1158.72,82.4,45.9
2014-03-26,343.41,10538.5,43.17,55.17,76.54,37.2,22.32,41.92,50.65,38.68,35.86,73.42,1131.97,82.87,45.6
2014-03-27,338.47,10538.5,43.03,54.69,77.15,37.28,22.02,42.52,51,38.64,35.47,75.18,1114.28,82.54,45.91
2014-03-28,338.29,10538.5,43.42,54.69,76.45,37.37,22.33,42.56,50.89,39.21,35.98,74.61,1120.15,82.95,45.94
2014-03-31,336.365,10307.7002,44.05,55.92,76.56,38.14,22.415,42.6,52.39,39.63,36.13,73.78,1114.51,83.5,46.55
2014-04-01,342.99,10538.5,44.35,56.36,77.32,37.6,23.1,42.5,52.16,39.73,36.11,74.76,1134.89,82.88,46.59
2014-04-02,341.96,10384.5996,44.65,56.67,78.34,37.6,22.99,42.81,52.97,39.92,35.74,74.63,1135.1,82.73,46.55
2014-04-03,333.62,9769.2305,44.88,56.6,78.24,38.1,23.09,42.8,53.03,40.25,35.86,75.06,571.5,82.91,46.83
2014-04-04,323,9692.3096,44.7,55.57,76.73,38.47,22.7117,41.47,52.41,39.44,35.65,74.75,545.25,82.59,46.99
2014-04-07,317.76,9692.3096,44.15,54.35,75.75,38.25,22.85,41.34,52.04,39.425,35.86,74.4,540.63,83.91,46.81
2014-04-08,327.07,9692.3096,44.52,54.66,76.5,38.36,22.94,41.3,52.19,39.76,35.84,74.61,557.51,83.47,47.38
2014-04-09,331.805,9692.3096,44.54,55.57,77.62,38.7,23.12,41.24,52.95,39.99,36.18,74.45,567.04,83.91,47.05
2014-04-10,317.11,9692.3096,43.92,54.05,75.53,38.52,22.65,40.63,53.8,38.87,35.92,73.37,546.69,83.62,46.89
2014-04-11,311.73,9692.3096,43.44,52.77,74.3,38.81,22.46,39.92,54.87,38.9,35.34,72.1,537.76,83.15,46.91
2014-04-14,315.91,9692.3096,43.72,52.65,74.93,39.3,22.85,40.3,55.63,38.71,35.75,73.04,545.2,83.55,47.23
2014-04-15,316.08,9692.3096,43.78,53.11,75.43,39.59,22.89,40.68,55.6,39.34,35.76,73.5,548.7,83.96,48.07
2014-04-16,323.68,9769.2305,44.07,53.68,76.81,39.62,23.03,40.88,56.32,39.41,35.92,74,563.9,84.77,48.42
2014-04-17,324.91,9846.1504,43.95,54.65,76.75,39.43,23.21,40.93,56.74,40.01,36.03,73.92,543.34,85.55,47.61
2014-04-21,330.87,9846.1504,43.84,54.69,76.79,39.43,23.4,40.84,57.03,40.58,36.35,74.75,539.37,85.91,47.49
2014-04-22,329.32,9846.1504,43.79,54.97,76.91,39.23,23.52,40.99,57.7,40.23,36.38,75.01,545.5,85.14,47.52
2014-04-23,324.58,9692.3096,43.83,55.01,76.93,39.39,23.5,40.88,57.68,40.41,36.43,74.85,537.51,85.41,47.61
2014-04-24,337.15,9692.3096,44.44,55.28,75.83,39.77,23.33,40.92,56.921,40.61,36.4,73.84,534.44,85.52,47.76
2014-04-25,303.83,9692.3096,44.14,54.39,75.6,40.24,23,40.39,56.28,40.05,36.04,72.78,523.1,85.25,48.63
2014-04-28,296.58,9692.3096,43.76,53.73,75.3,40.63,23.02,40.68,56.49,40.59,36.48,71.73,522.98,86.82,48.42
2014-04-29,300.38,10000,44.1,53.3,76.16,40.44,23.16,40.89,55.99,40.63,36.24,71.8,536.33,85.76,48.12
2014-04-30,304.13,10000,43.97,54.04,77,40.97,23.11,41.81,58.9,41.24,36.43,72.73,534.88,85.89,48.48
2014-05-01,307.89,10000,44.09,54.47,76.72,40.46,23.01,41.41,58.68,41.33,36.2,73.54,538.53,85.57,48.95
2014-05-02,308.01,10000,44.1,54.54,76.17,38.89,22.94,41.4,58.45,41.2,36.21,74.57,533.87,85.52,47.78
2014-05-05,310.05,10000,43.75,55.33,76.13,39.62,22.955,41.49,58.2,41.2,37.19,76.46,535.33,85.91,48.02
2014-05-06,297.38,10000,43.16,55.01,76,39.28,22.72,40.8,58.135,41.25,36.57,76.7,522.57,85.37,47.66
2014-05-07,292.71,9692.3096,43.85,55.03,73.29,39.88,22.87,40.45,58.22,41.54,36.74,77.7,518,86.8,48.45
2014-05-08,288.32,9076.9199,43.66,55.3,73.03,39.17,23.018,40.77,58.39,43.42,36.61,77.2,520.17,86.66,47.57
2014-05-09,292.24,9076.9199,43.25,55.39,72.93,38.37,23.02,40.89,58.3,43.32,36.82,77.24,526.62,87.17,46.33
2014-05-12,302.86,8538.46,43.31,56.41,73.51,38.06,23.19,41.31,59.01,43.86,36.78,77.34,538.43,86.93,45.35
2014-05-13,304.64,9076.9199,43.28,56.83,72.85,38.22,22.86,41.35,59.06,44.6,36.82,77.23,541.54,87.23,45.14
2014-05-14,297.62,9692.3096,42.83,55.85,73.11,38.24,22.8099,40.88,58.75,44.66,36.62,77.28,534.41,86.84,45.79
2014-05-15,295.19,9384.6201,42.56,54.49,72.29,37.98,24.18,40.42,58.85,45.93,36.4,76.82,529.12,85.74,45.55
2014-05-16,297.7,9692.3096,42.55,55.03,72.43,37.8,24.37,40.85,58.88,46.26,36.56,76.8,528.3,86.54,45.37
2014-05-19,296.755,9692.3096,42.58,54.97,73.33,37.17,24.35,41.06,59.52,46.18,36.69,76.37,538.83,86.1,44.79
2014-05-20,301.19,9384.6201,42.48,54.31,73.61,37.17,24.12,40.79,59.11,45.59,36.48,75.94,540.39,85.65,44.83
2014-05-21,305.01,9538.46,42.7,54.99,74.46,37.26,24.48,40.52,59.32,45.45,36.51,76.56,549.7,86.1,44.64
2014-05-22,304.91,9538.46,42.94,55.54,75.78,37.62,24.38,40.41,59.55,45.67,36.48,76.39,555.45,85.58,45.11
2014-05-23,312.24,9538.46,43.16,56.18,75.74,37.4,24.52,40.82,59.63,45.89,36.59,76,563.8,85.83,45.13
2014-05-27,310.82,9923.0801,43.28,56.28,76.26,37.35,24.71,41.12,59.26,45.66,36.76,76.42,574.87,86.53,45.14
2014-05-28,310.16,9615.3799,43.26,57.11,76.49,38.19,24.82,41.07,59.71,45.95,36.67,76.61,570.45,87.07,45.32
2014-05-29,313.78,9615.3799,43.27,56.96,76.99,38.5,24.68,41.44,59.94,45.46,37.17,76.63,570.56,87.73,45.1
2014-05-30,312.55,9615.3799,43.13,56.94,76.56,38.96,24.62,41.11,59.86,45.51,37.53,76.73,571.65,88.33,45.52
2014-06-02,308.84,9615.3799,43.3,56.89,76.83,39.11,24.78,40.88,59.78,45.88,37.64,76.29,564.34,87.87,45.45
2014-06-03,307.19,9615.3799,43.49,57.22,76.32,39.17,24.675,40.45,59.72,45.33,37.26,75.61,554.51,88.22,45.39
2014-06-04,306.78,9615.3799,43.87,57.45,77.1,38.57,24.5,40.83,59.38,45.55,37.21,75.47,553.76,87.43,45.51
2014-06-05,323.57,9615.3799,43.99,58.6,78.25,39.07,24.7,41.11,60.44,45.72,37.54,75.76,564.93,87.76,45.87
2014-06-06,329.67,9615.3799,43.98,59.01,78.45,38.74,24.83,41.2,61.17,46,37.68,75.9,566.03,87.91,45.76
2014-06-09,327.5,9615.3799,44.01,59.28,78.06,38.29,24.8,41.35,60.91,45.86,37.71,75.77,570.73,88,45.53
2014-06-10,332.41,9615.3799,43.86,58.89,78.24,38.08,25,41.13,61.73,45.57,37.83,75.38,568.3,88.42,45.31
2014-06-11,335.2,10000,43.54,58.91,77.99,37.69,25.04,40.97,61.91,45.17,37.68,74.84,567.5,87.78,44.66
2014-06-12,325.91,9538.46,43.59,58.4,76.96,37.63,24.66,40.82,61.82,44.62,37.66,74.35,559.5,87.22,44.78
2014-06-13,326.27,10000,43.52,58.5,77.25,37.84,24.7,41.1,62.01,44.67,36.93,73.8,560.35,87.19,45.07
2014-06-16,327.62,10076.9004,43.23,58.32,76.56,37.99,24.53,41.05,62.46,44.59,36.89,73.26,552.3,87.55,45.47
2014-06-17,325.62,9615.3799,43.32,58.87,75.8,38.28,24.5,41.21,62.24,44.34,36.9,73.26,550.615,87.28,45.23
2014-06-18,334.38,10000,43.62,59.27,75,39.25,24.63,41.41,63.53,44.57,37.22,73.59,560.66,88.9,46.32
2014-06-19,327,9692.3096,43.78,58.62,74.88,39.85,24.71,41.22,63.69,44.64,37.24,73.99,564.99,90.1,46.88
2014-06-20,324.2,9846.1504,43.8,58.77,74.75,39.69,24.83,41.64,63.92,44.49,37.2,74.03,566.52,89.1,46.89
2014-06-23,327.24,10000,43.63,58.11,71.1,39.14,24.7,41.58,63.81,44.34,37.55,74.06,574.29,88.39,45.27
2014-06-24,324.16,9615.3799,43.73,57.65,70.94,39.45,24.53,41.45,62.96,43.96,37.79,74.21,572.54,88.05,46.04
2014-06-25,327.44,10000,43.85,57.97,70.62,39.59,24.72,41.39,63.5,44.02,37.45,74.49,585.93,88.58,46.13
2014-06-26,325.69,10000,43.65,57.82,71,39.91,24.65,41.255,63.73,44.09,37.6,74.31,584.77,88.61,46.65
2014-06-27,324.57,9692.3096,43.8,57.5,70.82,40.27,24.7,41.21,63.8,44.11,37.85,74.24,585.69,88.76,46.79
2014-06-30,324.78,9923.0801,44.01,57.44,71.19,40.79,24.85,41.56,63.79,44.16,37.45,74.26,584.67,89.34,46.92
2014-07-01,332.39,10000,44.4,58.25,71,40.3,25.08,42.13,63.53,44.53,37.15,74.67,591.49,89.13,46.48
2014-07-02,332.85,10000,43.73,58.05,70.56,39.15,25.03,41.15,64.13,44.54,37.16,74.09,590.78,89.67,45.34
2014-07-03,337.492,9769.2305,44.03,58.46,71.38,38.16,25.19,41.55,64.38,44.84,37.24,74.16,593.08,90.02,44.91
2014-07-07,333.55,9769.2305,44.09,58.12,70.76,38.56,25.23,41.43,64.11,44.78,37.06,73.92,590.76,89.86,45.2
2014-07-08,323.81,9769.2305,44.05,57.15,69.84,38.68,25.07,41.86,63.39,44.87,36.75,73.95,578.4,89.73,45.4
2014-07-09,329.97,9692.3096,44.05,56.9,70.07,38.61,25.44,41.7,64,44.88,37.12,74.17,583.36,89.77,45.22
2014-07-10,327.92,9692.3096,43.72,56.49,69.14,38.98,25.44,41.915,63.455,44.35,36.95,74.49,580.04,90.1,45.61
2014-07-11,346.2,9692.3096,43.61,56.6,69.26,38.49,25.52,41.92,63.44,44.18,36.97,74.6,586.65,89.85,45.22
2014-07-14,355.32,9692.3096,43.89,56.82,68.83,37.4,25.44,42.16,63.74,44.4,36.84,74.85,594.26,91.08,44.8
2014-07-15,354.44,9692.3096,44.16,56.66,69.11,37.32,25.67,42.34,64.31,44.4,36.86,74.15,593.06,90.34,44.97
2014-07-16,355.9,9538.46,44.25,56.96,69.24,37.64,25.98,42.18,65.2,45.06,37.08,74.68,590.62,90.5,45.16
2014-07-17,352.454,9384.6201,43.76,55.15,68.4,37.08,25.63,41.62,64.15,44.18,36.44,73.91,580.82,89.99,44.86
2014-07-18,358.66,9692.3096,44.41,56.15,69.14,37.19,25.91,42.11,64.87,44.71,36.75,75,605.11,90.09,45.38
2014-07-21,359.76,9769.2305,44.3,56.71,68.54,37.17,25.85,42.02,65.48,44.62,36.7,75.08,598.44,89.91,45.32
2014-07-22,360.84,9769.2305,43.9,57.72,68.8,37.18,25.95,42.19,65.96,45.16,36.95,75.54,603.57,89.17,45.36
2014-07-23,358.14,9769.2305,44,57.47,68.8,37.02,25.68,42.06,66.11,45.33,37.01,76.6,605.19,90.82,45.48
2014-07-24,358.61,9769.2305,43.85,56.84,68.48,37.3,25.83,42.56,66.52,45.69,36.91,73.83,603.01,91.91,45.59
2014-07-25,324.01,9384.6201,43.62,56.53,68.28,36.94,25.97,42.38,66.21,45.42,36.75,73.21,598.08,91.55,45.15
2014-07-28,320.41,9000,43.47,56.29,68.44,36.09,25.92,42.23,65.61,44.86,36.62,74.95,599.02,90.97,46.09
2014-07-29,320,9384.6201,43.27,56.03,68.04,37.06,25.71,41.87,64.41,43.67,36.59,74.39,593.95,90.14,45.34
2014-07-30,322.51,8923.0801,43.01,56.78,67.02,36.09,25.63,41.48,68.53,44.03,36.24,74.5,595.44,88.91,44.42
2014-07-31,312.99,9538.46,42.13,56.09,65.22,35.17,25.23,41.01,67.46,43.18,35.69,74.18,579.55,88.1,43.58
2014-08-01,307.06,9538.46,42.25,56.07,65.48,35.49,25,41.02,67.7,43.48,35.78,73.47,573.6,88.11,44.01
2014-08-04,313.65,9538.46,42.29,56.26,65.59,35.3,25.165,40.86,68.46,43.82,36,73.07,582.27,89.69,43.56
2014-08-05,312.32,9230.7695,42.11,55.24,64.81,34.7,24.97,40.52,67.32,41.4,35.54,72.85,573.14,89.2,42.87
2014-08-06,313.89,9230.7695,42.14,55.59,64.8,34.15,24.93,40.67,66.22,40.192,35.97,75.96,574.49,90.51,42.04
2014-08-07,311.45,9000,41.73,55.05,64.18,34.71,24.86,40.45,66.67,40.32,36.28,76.6,571.81,89.9,42.65
2014-08-08,316.8,9000,42.1,55.24,64.97,35.54,25.03,41.34,67.39,40.67,36.27,77.43,577.94,90.29,43.41
2014-08-11,318.33,9615.3799,42.15,55.2,64.9,35.53,25.23,41.59,67.51,40.94,37.44,77.77,577.25,91.79,43.24
