Date,AMZN,POM,L,A,FMC,PEG,CSCO,PAYX,CHRW,EXPD,SYY,CCI,GOOGL,PEP,WEC
2018-04-26,1517.96,12153.7998,51.7,66.37,81.25,51.17,44.21,60.75,91.32,63.93,62.95,105.1,1043.31,103.26,63.6
2018-04-27,1572.62,12115.4004,51.75,66.28,81.23,51.53,44.71,61.58,92,64.54,63.38,101.31,1031.45,101.71,64.47
2018-04-30,1566.13,12115.4004,52.46,65.74,79.73,52.15,44.29,60.57,92.03,63.86,62.54,100.87,1018.58,100.94,64.28
2018-05-01,1582.26,12115.4004,52.44,66.24,79.81,51.86,44.83,61.22,90.65,64.07,63.09,100.86,1040.75,99.13,64.67
2018-05-02,1569.68,12230.7998,51.09,65.91,80.35,51.46,43.86,60.82,82.9,63,62.81,100.82,1026.05,97.23,64.38
2018-05-03,1572.08,12269.2002,50.44,66.34,83.73,51.87,44.44,61.67,82.6,62.99,62.18,101.57,1026.3,97.6,64.5
2018-05-04,1580.95,12230.7998,50.97,67,87.43,52.1,45.3,62.41,82.54,63.54,62.29,103.31,1051,98.99,64.41
2018-05-07,1600.14,12461.5,51.2,67.39,87.82,51.88,45.73,62.56,82.43,63.97,63.48,102.56,1059.46,98.23,64.03
2018-05-08,1592.39,12346.2002,51.23,67.37,87.39,51.08,45.71,61.59,83.93,69.58,62.74,102.74,1058.59,96.79,62.13
2018-05-09,1608,13192.2998,51.61,68.13,86.38,50.57,46.04,62.21,83.49,70.54,63.5,103.79,1088.95,96.16,61.44
2018-05-10,1609.08,12384.5996,51.86,68.86,87.43,51.13,46.3,62.99,84.58,71.68,62.74,104.92,1105.47,97.27,62.19
2018-05-11,1602.91,11923.0996,51.69,69.45,88.9,51.15,45.93,63.34,86.44,72.35,62.82,103.61,1103.38,97.43,61.89
2018-05-14,1601.54,12730.7998,51.26,69.21,89.79,50.89,45.7,63.53,85.68,72.22,62.9,103.29,1106.6,97.15,61.82
2018-05-15,1576.12,13076.9004,51.34,62.5,90,50.24,45.48,64.27,85.18,72.03,62.95,103.28,1084.87,96.8,61.32
2018-05-16,1587.28,13307.7002,51.3,61.94,91.77,49.87,45.16,64.96,85.74,71.89,63.35,102.99,1084.09,97.19,60.97
2018-05-17,1581.76,13307.7002,51.45,63.59,92.4,49.56,43.46,64.42,87.56,71.94,63.86,101.91,1081.26,97.92,60.39
2018-05-18,1574.37,13076.9004,51.31,64.32,91.51,49.73,43.21,64.82,88.5,72.19,63.54,102.23,1069.64,97.51,60.47
2018-05-21,1585.46,12692.2998,51.42,65.55,91.33,50.06,43.75,65.12,89.91,73.31,63.64,102.1,1084.01,99.51,60.2
2018-05-22,1581.4,12307.7002,51.29,64.84,91.09,50.54,43.65,65.42,88.35,73.31,63.69,101.72,1075.31,99.93,60.42
2018-05-23,1601.86,12307.7002,50.7,64.53,90.5,51.35,43.68,65.57,87.44,73.56,64.1,102.16,1085.96,100.45,61.44
2018-05-24,1603.07,12307.7002,50.14,64.12,88.33,51.93,43.57,65.87,88,73.79,64.59,101.85,1085.45,100.18,62.15
2018-05-25,1610.15,12384.5996,49.73,63.15,89.67,52.4,43.26,65.9,88.23,73.81,65.02,102.74,1084.08,100.31,62.52
2018-05-29,1612.87,11923.0996,47.99,61.85,87.33,52.63,42.97,65.61,87.93,73.37,65.15,103.46,1068.07,101.1,62.86
2018-05-30,1624.89,11923.0996,48.78,62.69,88.37,52.69,42.85,65.96,89.43,75.38,66.05,104.02,1077.47,101.83,63.4
2018-05-31,1629.62,12000,48.87,61.92,87.09,52.98,42.71,65.58,87,74.48,65.03,104.15,1100,100.25,63.15
2018-06-01,1641.54,12307.7002,49.18,62.78,88.27,52.55,43.66,66.48,87.52,75.62,65.41,103.8,1135,100.25,62.32
2018-06-04,1665.27,12384.5996,49.64,63.38,87.52,52.27,43.58,66.83,87.96,75.11,65.74,104.34,1153.04,100.12,61.55
2018-06-05,1696.35,12769.2002,49.62,63.52,88.27,51.97,43.67,67.1,87.84,75.81,65.83,103.15,1151.02,100.21,60.82
2018-06-06,1695.75,12807.7002,49.72,65.19,90.88,51.02,44.26,68.07,87.8,76.8,65.78,102.89,1146.95,100.83,59.34
2018-06-07,1689.3,13076.9004,50.13,65.23,88.79,50.82,43.65,67.63,87.99,76.09,65.76,102.48,1134.42,101.16,59.38
2018-06-08,1683.99,12769.2002,50.42,65.73,88.64,50.89,43.48,68.17,88.32,76.52,66.15,103.04,1132.71,102.49,59.46
2018-06-11,1689.12,13153.7998,50.03,66.13,88.89,50.81,43.69,68.14,88.68,77.04,66.41,103.33,1140.9,103.21,58.6
2018-06-12,1698.75,13000,49.78,66.32,89.87,51.93,43.94,69.45,90.83,78.03,66.22,104.68,1148.19,104.48,59.33
2018-06-13,1704.86,12923.0996,49.82,66.26,89.92,51.78,44.01,69.5,90.79,77.36,65.89,101.07,1144.23,105.27,59.11
2018-06-14,1723.86,12884.5996,49.61,66.31,90.3,52.22,44.69,69.34,90.43,76.77,66.48,101.17,1160.11,105.13,59.86
2018-06-15,1715.97,12884.5996,49.89,66.13,89.87,52.53,44.25,69.78,90.09,76.89,66.89,101.09,1159.27,107.61,60.6
2018-06-18,1723.79,12807.7002,49.93,64.97,88.62,52.85,44.21,69.45,90.63,76.75,66.75,100.96,1183.58,105.38,60.92
2018-06-19,1734.78,12230.7998,49.73,63.52,86.2,52.86,43.82,69.45,89.98,74.63,66.9,101.93,1178.69,105.96,61.77
2018-06-20,1750.08,12461.5,49.19,62.79,86.77,53.06,43.74,69.92,90.27,75.04,67.42,102.59,1184.07,105.81,61.86
2018-06-21,1730.22,12461.5,48.57,63.04,86.59,53.12,43.16,69.71,89.79,75.17,68.08,102.91,1169.44,107.24,62.03
2018-06-22,1715.67,12384.5996,48.77,62.79,88.94,53.34,43.2,70.22,88.61,74.02,67.79,103.6,1169.29,108.37,62.29
2018-06-25,1663.15,12461.5,48.86,61.2,88.4,54.24,42.29,69.68,85.59,72.55,68.23,104.28,1139.28,108.99,63.44
2018-06-26,1691.09,12461.5,48.64,61.98,88.35,53.72,42.55,69,84.89,72.64,68.21,106.36,1132.62,108.05,63.4
2018-06-27,1660.51,12269.2002,48.07,61.14,88.62,54.06,42.33,66.89,83.72,72.14,68.06,106.33,1116.94,108.27,63.99
2018-06-28,1701.45,12423.0996,48.29,61.29,88.31,54.19,42.94,67.96,83.53,72.99,68.35,107.6,1126.78,108.68,64.46
2018-06-29,1699.8,12307.7002,48.28,61.84,89.21,54.14,43.03,68.35,83.66,73.1,68.29,107.82,1129.19,108.87,64.65
2018-07-02,1713.78,12307.7002,48.29,61.47,87.99,53.92,42.81,68.04,85.62,73.37,67.96,108.18,1142.11,109.53,65.15
2018-07-03,1693.96,11500,48.3,61.25,89.16,53.49,42.67,67.78,84.99,72.25,68.54,109.01,1116.28,108.8,65.18
2018-07-05,1699.73,11538.5,48.36,61.8,88.91,53.42,42.56,69.08,84.4,72.32,69.36,111,1141.29,109.55,65.68
2018-07-06,1710.63,11884.5996,48.9,62.29,89.78,53.27,42.71,69.79,84.46,71.85,69.38,111.27,1155.08,109.56,66.41
2018-07-09,1739.02,12000,50.06,63.12,90.19,51.39,42.67,69.98,85.86,73.3,69.33,109.61,1167.28,107.76,64.03
2018-07-10,1743.07,12153.7998,49.91,63.67,91.01,52.04,42.86,69.69,85.88,72.98,69.65,110.6,1167.14,112.89,64.53
2018-07-11,1755,12153.7998,49.53,62.86,88.58,52.62,42.57,69.54,85.84,72.52,69.4,110.86,1171.46,112.54,65.31
2018-07-12,1796.62,12115.4004,49.36,63.45,88.99,52.33,43.58,70.37,85.83,72.97,69.84,110.75,1201.26,111.53,65.58
2018-07-13,1813.03,11615.4004,49.49,63.38,88.34,52.04,41.78,70.54,86.74,73.23,70.74,111.06,1204.42,112.69,65.19
2018-07-16,1822.49,12000,49.81,62.72,86.72,51.81,42.5,69.98,87.3,72.33,70.49,110.57,1196.51,112.96,65.04
2018-07-17,1843.93,12000,49.71,63.04,87.75,51.74,42.34,70.46,87.7,72.25,71.07,110.87,1213.08,114.88,64.92
2018-07-18,1842.92,12230.7998,50.18,62.99,87,51.75,42.21,69.9,88.84,73.18,70.32,110.44,1212.91,114.83,64.72
2018-07-19,1812.97,11769.2002,49.39,64.15,86.61,52.17,42.4,70.49,89.59,73.06,70.88,111.03,1199.1,115.77,65.24
2018-07-20,1813.7,11769.2002,49.62,63.85,86.65,51.36,42.01,70.55,90.32,73.42,71,110.33,1197.88,116.01,64.84
2018-07-23,1802,11923.0996,49.89,63.72,85.88,51.03,42.06,70.86,89.64,73.85,70.86,108.75,1211,114.39,64.3
2018-07-24,1829.24,12038.5,50.04,64.79,86.39,51.16,42.39,71.22,89.98,73.89,70.23,107.99,1258.15,114.74,64.43
2018-07-25,1863.61,11923.0996,49.88,65.96,87.58,51.44,43.16,72,91.75,76.05,70.93,108.92,1275.94,115.21,64.44
2018-07-26,1808,11115.4004,50.13,66.75,88.48,51.8,43.53,71.69,91.85,75.62,71.74,109.55,1285.5,115,65.47
2018-07-27,1817.27,11230.7998,49.77,65.75,88.68,51.43,42.57,70.93,91.45,75.3,71.48,109.06,1252.89,114.28,65.69
2018-07-30,1779.22,11769.2002,49.82,64.63,89.15,51.01,42.17,69.18,90.47,74.71,66.67,109.61,1230.04,114.18,65.2
2018-07-31,1777.44,11730.7998,50.78,66.04,89.88,51.56,42.29,69.02,92.23,76.17,67.21,110.83,1227.22,115,66.37
2018-08-01,1797.17,11461.5,51.59,64.98,88.27,50.54,41.86,68.67,95.38,76.17,67.07,111.54,1232.99,113.61,65.54
2018-08-02,1834.33,11307.7002,50.97,65.29,86.54,51.2,42.53,69.31,95.43,76.67,68.04,111.25,1241.13,114.69,65.67
2018-08-03,1823.29,11384.5996,51.14,65.73,87.79,51.43,42.83,69.74,95.79,76.57,68.57,112.49,1238.16,116.3,66.33
2018-08-06,1847.75,11346.2002,50.95,66.51,88.09,51.4,43.3,70.4,96.22,77.49,69.72,111,1237.67,117.38,66.48
2018-08-07,1862.48,11269.2002,50.84,67.66,87,51.52,43.58,71.19,96.32,72.93,69.55,111.25,1255.84,114.22,66.29
2018-08-08,1886.52,11269.2002,50.73,67.38,89.12,51.28,43.84,71.1,96.07,73.39,69.85,109.96,1261.33,113.49,66.59
2018-08-09,1898.52,11230.7998,50.33,66.69,90.24,51.98,43.78,71.25,94.75,73.25,70.03,111.42,1264.46,113.7,66.98
2018-08-10,1886.3,11230.7998,50.11,66.26,87.76,51.32,43.78,71.02,94.9,73.08,68.48,110.34,1252.51,112.87,67.15
2018-08-13,1896.2,11115.4004,49.72,65.94,85.83,51.72,43.75,71.16,93.94,71.87,72.75,110.62,1248.64,113.02,66.89
2018-08-14,1919.65,11153.7998,49.95,66.75,85.63,52.03,44,70.93,93.97,72,74.19,111.25,1258.14,113.1,66.75
2018-08-15,1882.62,11153.7998,49.71,64.73,83.79,52.8,43.86,71.14,94.57,73.13,74.89,112.25,1232.22,113.45,67.25
2018-08-16,1886.52,11076.9004,50.15,65.5,84.52,53.8,45.16,71.89,96.4,73.91,73.88,112.69,1224.06,114.25,67.94
2018-08-17,1882.22,10846.2002,50.16,64.66,84.44,53.81,45.87,72.32,97.14,74.01,74.83,113.86,1215.85,114.96,68.26
2018-08-20,1876.71,10461.5,50.05,64.47,85.11,53.56,46.22,72.34,97.37,74.57,75.18,114.26,1221.95,114.84,68.25
2018-08-21,1883.42,10923.0996,50.11,64.93,85.59,52.78,45.78,72.51,97.21,75.07,74.37,112.85,1217.41,113.72,67.77
2018-08-22,1904.9,11076.9004,49.75,65.65,85.43,52.32,45.99,72.59,97.27,74.38,75.08,111.66,1221.75,112.24,67.23
2018-08-23,1902.9,11269.2002,49.42,65.69,84.58,52.41,46.02,72.74,96.4,73.73,75.21,111.58,1221.16,111.93,67.31
2018-08-24,1905.39,11307.7002,49.83,65.98,85.54,52.75,46.32,72.99,96.5,73.7,75.78,112.43,1236.75,112.15,67.8
2018-08-27,1927.68,11230.7998,50.21,66.08,86.36,52.44,46.59,72.63,96.81,74.22,74.54,111.63,1256.27,112.41,67.1
2018-08-28,1932.82,11307.7002,50.27,66.69,86.37,51.78,46.95,72.39,96.32,73.31,74.4,113.57,1245.86,111.17,66.94
2018-08-29,1998.1,11269.2002,50.46,67.01,86.59,52.25,47.48,72.9,96.07,73.42,74.18,113.97,1264.65,112.05,67.44
2018-08-30,2002.38,11230.7998,50.21,67.26,85.06,52.31,47.15,72.87,95.58,72.99,73.97,113.76,1254.44,111.96,67.83
2018-08-31,2012.71,11230.7998,50.31,67.54,85.45,52.35,47.77,73.25,96.08,73.28,74.82,114.03,1231.8,112.01,67.58
2018-09-04,2039.51,11307.7002,50.27,67.27,83.02,52.73,47.73,73.08,96.09,73.24,75.35,113.64,1211.31,111,68.26
2018-09-05,1994.82,11307.7002,50.27,66.96,83.48,52.93,47.27,73.82,96.57,74.99,75,113.9,1199.1,113.12,68.93
2018-09-06,1958.31,11384.5996,49.89,67.36,82.94,53.08,47.28,74.61,97.2,75.48,74.97,114.33,1183.99,113.5,69.29
2018-09-07,1952.07,11307.7002,49.66,67.4,82.17,52.51,47.05,74.04,96.44,74.81,74.7,113.02,1177.59,112.74,68.56
2018-09-10,1939.01,11153.7998,49.96,67.93,82.1,52.55,47.07,74.21,100.18,75.89,75.04,112.63,1175.06,113.57,69.12
2018-09-11,1987.15,11230.7998,50.11,67.62,82.49,52.76,47.03,74.55,99.66,75.5,74.95,112.11,1189.99,113.33,68.96
2018-09-12,1990,11692.2998,49.87,67.91,83.28,53.32,46.89,74.12,99.11,75.15,74.49,112.22,1171.6,113.85,68.7
2018-09-13,1989.87,11769.2002,50.37,69.33,84.75,53.71,47.24,74.64,98.53,74.25,73.6,112.5,1182.14,114.99,69.05
2018-09-14,1970.19,11769.2002,50.98,68.85,85.42,53.27,47.4,74.38,100.09,75.39,73.54,111.55,1177.98,114.57,68.8
2018-09-17,1908.03,11692.2998,50.76,69.08,86.23,53.54,47.11,74.23,96.71,73.78,73.49,112.7,1159.83,115.4,68.62
2018-09-18,1941.05,11538.5,51.04,68.93,86.06,53.09,47.46,74.63,97.19,73.9,73.05,112.17,1167.11,113.98,68.34
2018-09-19,1926.42,11615.4004,51.8,69.56,88.18,51.91,47.28,73.99,96.86,74.02,72.92,111.82,1174.27,113.77,66.96
2018-09-20,1944.3,11923.0996,52.16,71.13,89.55,52.19,47.73,74.76,96.36,73.67,73.29,112.4,1191.57,115.22,67.15
2018-09-21,1915.01,11692.2998,51.76,70.72,89.86,52.14,48.56,75.25,97.57,73.68,72.97,111.71,1172.12,114.91,67.24
2018-09-24,1934.36,11769.2002,51.03,69.95,89.75,52.05,48.44,74.54,96.36,72.15,72.95,110.23,1179.56,112.27,66.64
2018-09-25,1974.55,12230.7998,50.74,70.38,89.62,51.21,48.47,73.72,96.19,72.2,73.06,109.69,1193.89,111.97,65.75
2018-09-26,1974.85,12461.5,49.97,70.33,88.97,50.68,48.41,73.59,97.23,73.11,72.94,108.53,1194.06,111.5,65.04
2018-09-27,2012.98,13307.7002,49.94,70.8,87.7,51.34,48.33,73.45,97.39,72.66,72.83,108.92,1207.36,111.05,65.84
2018-09-28,2003,14038.5,50.23,70.54,87.18,52.79,48.65,73.65,97.92,73.53,73.25,111.33,1207.08,111.8,66.76
2018-10-01,2004.36,13846.2002,50.25,71.26,87.73,52.69,48.87,73.72,97.84,72.94,73.03,110.41,1208.53,110.71,66.65
2018-10-02,1971.31,13692.2998,50.1,71.68,89.63,53.13,49.01,74.78,97.05,72.59,73.28,109.08,1207.64,108.72,67.67
2018-10-03,1952.76,13730.7998,50.15,72.12,91.96,52.01,49.14,73.2,97.93,73.13,72.61,108.84,1211.53,107.52,66.79
2018-10-04,1909.42,14038.5,50.35,70.66,91.27,52.3,48.38,72.39,97.54,72.96,72.14,108.32,1177.07,106.61,67.28
2018-10-05,1889.65,13692.2998,49.93,70.3,90.66,52.71,48.13,72.94,97.28,72.69,72.03,108.74,1167.83,106.49,68.28
2018-10-08,1864.42,14500,50.88,69.5,90.66,53.52,47.52,72.36,97.76,72.33,72.67,110.27,1155.92,108.19,68.74
2018-10-09,1870.32,14200,50.72,69.41,86.99,54.07,47.49,72.5,96.25,71.21,71.8,111.07,1145.17,108.12,69.06
2018-10-10,1755.25,13600,49.21,66.67,84.32,54.53,45.63,69.51,92.55,68.34,70.41,108.71,1092.16,107.34,68.88
2018-10-11,1719.36,12650,47.24,64.89,83.16,53.59,44.12,67.53,91.11,66.48,68.49,105.28,1090.74,105.06,67.52
2018-10-12,1788.61,12900,46.8,66.24,84.86,53.68,45.71,68.26,91.68,66.9,68.82,104.95,1120.54,105.28,67.49
2018-10-15,1760.95,13000,46.84,65.63,84.03,53.48,44.67,68.02,93.01,67.08,68.96,105.51,1102.44,105.63,67.94
2018-10-16,1819.96,13200,47.06,67.46,84.7,53.83,45.82,68.89,94.2,68.19,70.14,106.9,1133.08,107.39,69.07
2018-10-17,1831.73,12850,47.32,67.2,83.62,53.65,45.94,68.89,93.68,68.8,70.38,106.79,1127.59,108.31,69.26
2018-10-18,1770.72,13000,46.75,65.75,82.68,53.83,45.46,68.03,93.34,66.58,70.55,106.62,1097.91,107.93,69.27
2018-10-19,1764.03,12700,47,64.47,81.35,54.88,45.34,67.94,90.86,66.26,71.1,106.93,1105.18,110.29,70.57
2018-10-22,1789.3,12850,46.57,64.28,79.82,54.68,45.76,67.57,91.64,66.99,70.79,105.78,1111.37,109.4,70.19
2018-10-23,1768.7,12650,46.18,62.73,78.89,54.63,45.42,66.15,88.4,66.2,71.5,106.16,1114.91,110.13,69.92
2018-10-24,1664.2,12300,44.83,61.13,75.21,56.37,44.07,64.16,86.29,64.25,71.98,106.78,1057.12,112.96,71.67
2018-10-25,1782.17,11700,45.75,62.61,76.04,55.85,45.47,64.92,87.41,66.22,71.71,107.35,1103.59,112.85,70.59
2018-10-26,1642.81,11900,45.2,62.73,75.79,54.38,44.25,64.01,86.19,65.33,69.8,103.54,1083.75,110.45,68.89
2018-10-29,1538.88,11150,45.3,62.08,76.25,55.23,43.84,63.92,87.06,65.7,70.32,106.05,1034.73,112.89,69.78
2018-10-30,1530.42,11300,46.12,63.64,77.29,54.37,44.58,64.63,88.29,67.46,72.01,109.52,1049.51,113.77,69.75
2018-10-31,1598.01,11200,46.56,64.79,78.08,53.43,45.75,65.49,89.03,67.18,71.33,108.74,1090.58,112.38,68.4
2018-11-01,1665.53,10950,47.16,65.22,81.53,53.39,45.65,64.99,90.9,69,71.79,109.32,1085.98,111.51,67.88
2018-11-02,1665.53,11000,46.29,65.93,80.46,52.98,45.48,65.49,88.7,69.19,71.29,109.34,1071.49,111.17,67
2018-11-05,1627.8,11000,48.8,65.91,80.49,53.21,46.14,66.28,88.13,68.91,64.56,111.03,1055.73,114.39,67.61
2018-11-06,1642.81,10400,49.51,65.98,83.63,53,46.5,67.18,88.83,71.44,64.45,111.21,1069.57,115.21,68.28
2018-11-07,1755.49,9710,49.74,68.26,83.94,52.99,47.9,68.48,90.87,73.36,66.45,111.73,1108.24,115.61,68.78
2018-11-08,1754.91,10350,49.44,67.79,83.67,52.97,48.44,69,91.37,72.78,66.56,111.47,1094.63,116.06,69.09
2018-11-09,1712.43,9800,49.59,67.27,83.57,53.79,47.11,69.02,89.61,71.73,66.81,110.87,1077.02,117.48,70
2018-11-12,1636.85,10250,48.77,64.5,82.23,53.78,45.62,67.96,88.15,70.63,67.37,109.73,1049.36,116.97,70.85
2018-11-13,1631.17,10000,48.65,64.34,81.24,53.5,45.12,67.75,88.19,71.43,66.86,110.68,1047.97,117.14,70.5
2018-11-14,1599.01,10000,47.49,63.47,80.98,53.91,44.33,66.72,90,71.98,66.47,110.3,1054.58,116.65,69.94
2018-11-15,1619.44,10000,48.15,64.72,82.67,54.42,46.77,67.94,91.26,73.6,66.22,110.59,1071.05,116.8,70.51
2018-11-16,1593.41,9990,48.5,64.99,83.2,54.3,46.35,68.85,90.8,73.67,66.39,112.12,1068.27,118.35,70.91
2018-11-19,1512.29,10350,48.45,62.61,81.9,54.56,45.75,68.41,90.57,73.67,66.02,112.27,1027.42,119.01,71.6
2018-11-20,1495.46,10300,47.43,67.52,78.6,53.58,44.49,67.3,88.04,72.38,65.09,109.63,1030.45,116,72.22
2018-11-21,1516.73,10100,47.3,67.72,79.46,53.5,44.89,67.33,89.24,73.04,64.48,109.47,1043.43,115.28,70.78
2018-11-23,1502.06,10200,46.97,68.21,79.68,53.23,44.54,67.26,89.23,73.23,64.9,107.96,1030.1,115.41,70.47
2018-11-26,1581.33,10000,48.06,69.25,81.4,53.49,45.57,68.41,90.7,74.48,64.9,108.39,1055.94,115.86,70.59
2018-11-27,1581.42,9800,47.55,69.36,80.51,54.29,46.12,69.16,91.03,74.67,65.32,110.48,1052.28,116.44,71.02
2018-11-28,1677.75,9300,48.73,71.48,83.18,54.71,47.29,70.85,91.89,76.86,66.85,112.12,1091.79,118.5,70.67
2018-11-29,1673.57,8910,47.98,71.57,83.05,54.52,47.34,69.92,91.75,75.87,67.54,113,1094.58,118.27,71
2018-11-30,1690.17,8910,48.06,72.35,82.74,55.9,47.87,70.76,92.33,76.09,67.4,114.9,1109.65,121.94,72.48
2018-12-03,1772.36,9240,48.5,74.67,85.66,55.68,48.74,71.01,91.47,76.89,67.04,113.7,1116.36,118.98,72.99
2018-12-04,1668.4,9100,46.97,72.91,83.22,55.81,47.35,69.3,88.87,75.54,66.13,115,1062.47,117.8,73.28
2018-12-06,1699.19,9100,46.92,71.91,82.53,55.25,48.39,69.17,90.05,74.3,65.94,117.47,1078.08,116.84,73.75
2018-12-07,1629.13,9080,45.78,70.25,80.08,55.44,46.44,67.68,87.69,70.57,65.02,115.76,1046.58,115.82,73.77
2018-12-10,1641.03,8800,45.14,70.59,79.39,55.39,46.86,68.12,87.82,71.22,64.9,116.1,1053.18,116.19,74.43
2018-12-11,1643.24,8880,44.86,71.05,78.81,55.79,47.09,68.14,88.07,71.35,65.3,116.14,1061.65,117.29,74.89
2018-12-12,1663.54,8800,45.09,71.75,79.68,55.72,47.42,68.12,88.12,72.26,65.55,115.48,1073.73,117,73.87
2018-12-13,1658.38,9000,45.51,71.14,78.24,55.8,47.47,67.38,84.83,70.81,65.98,115.05,1073.54,118.35,74.96
2018-12-14,1591.91,8900,45.07,69.36,77.22,55.69,45.82,65.9,84.65,70.48,65.45,114.55,1051.71,113.95,74.36
2018-12-17,1520.91,8900,45.01,67.85,76.27,53.41,44.2,64.95,84.84,69.64,64.21,110.91,1025.65,112.87,72.05
2018-12-18,1551.48,9000,45.06,67.99,76.32,53.2,44.06,64.32,84.98,68.99,64.02,110.62,1043.41,111.84,71.75
2018-12-19,1495.08,8700,44.88,66.83,74.86,52.76,43.14,64.76,83.88,66.7,63.49,110.26,1035.46,110.04,71.31
2018-12-20,1460.83,8700,44.65,65.19,72.11,52.7,42.49,64.96,82.59,66.44,61.82,110,1023.58,110.21,71.74
2018-12-21,1377.45,8700,43.87,63.29,70.87,52.44,41.85,63.84,80.87,64.76,60.89,106.2,991.25,109.42,71.44
2018-12-24,1343.96,8500,42.54,62.67,70.09,49.89,40.28,61.64,79.06,63.11,59.95,103.87,984.67,106.03,67.62
2018-12-26,1470.9,7950,44.46,65.54,73.44,50.71,42.47,64.32,82.22,65.97,61.23,107.63,1047.85,108.33,68.45
2018-12-27,1461.64,7750,44.97,66.48,73.78,51.43,42.91,65.2,83.33,67.02,62.05,107.88,1052.9,109.42,69.18
2018-12-28,1478.02,7750,44.91,65.96,73.23,51.33,42.77,64.67,83.21,66.38,62.28,108.12,1046.68,110.36,69.01
2018-12-31,1501.97,7750,45.52,67.46,73.96,52.05,43.33,65.15,84.09,68.09,62.66,108.63,1044.96,110.48,69.26
